1  X6000
17674846490114172685828425063675775482362892531602996844996519839088322099627140390410507500  X5946
338713786977632907200968932620591351806852690578509939408529251364532531747735932893683712200  X5945
6381114610815799837798965478864873521574733030543704153269146049720295906836094848852763457875  X5944
118218318094041235438073436045422384273779573902468998919120428579217675551882221238721016198000  X5943
2154422444692721944390374654710372322855694419673331402721009550574386908731929136134974057892000  X5942
38633453933082623276464435511402674265931316444025248159722514508891969058497617617502365851554000  X5941
681878785074607329738996323819659824959143937607595157783882113509325572339648467497023940040733000  X5940
11849009605662474222957391763867628688221174063797899005208977901086440469917495737910831056784886000  X5939
202770369954876049449004562793614830229333679457467616185175627361705512883176810269835456930463343000  X5938
3418118442362612182557064052293235861369163796465127127356655137906067908070332239177418512209767322000  X5937
56772620109475573824221754537164153189467565193728472458581110946369986567886277157445133554079902120875  X5936
929320752650583319639060161993274297368703000323352657962073498195510266456352697144140727677342859639400  X5935
14995799122739148115292455028718931814529120999939632447623063583445581466929318833080933192929636001367500  X5934
238588878538105703433247101900097542888967148336625896641254825316580239215597468565977862187098649749863000  X5933
3743723351058241704062547304777472522351237303178969328990252614221436689729948229095741856063023465475368250  X5932
57946047055668067685336302310110047301447016862599837548940918810495486208815030612157064034624469483581019000  X5931
884914345364099206469066169619970487579128227517341421656256511867878756389146612781213709680228223418148407300  X5930
13335959355641859578610297746899822353084119202861270398843796033081438172749424736750777014532459957266812741000  X5929
198371223208588216739102710559214843872505024514023799321224005541717079330241306896981765092238734131385231268125  X5928
2913049448233740730933375850923230836326205464707197881822655588329285294410388666890994145939012888320274420952000  X5927
42238932799281393990231876016459032710705337126568697488178351451471200622030048811668299440819795030676979322584000  X5926
604857181499555965299302367314017427081352899039735310684583696936219970126097622531864783947900061440670671972636480  X5925
8555480372393587961680229469651178668948766653586400403040736926749891393654895424332326298594433118797567451164916000  X5924
119553534732729918067423028849162897470086301930108762723283726670919565043740392775780778094990644109042044077822808000  X5923
1650744188403623143671687636408177436139908324622632938757640939868540606559883164499527437756171301855352307542105220000  X5922
22525138569979924549613912914272208733929175597824934095293347155576127288346595194759775991202380473710917882662229544000  X5921
303804857021090018689165090364315714830500842617995205688552129702250295302246695313268776501162990931815366970064400946200  X5920
4050689751518022278708033272952541895566426986987638236905238526994879281114045653456015106178446720701319524305410595056000  X5919
53399364849352133036358878944469251183667086537841571450670492145495339602573417205076214079414255793465039564483263628388000  X5918
696113816609616140386297794997177888569757086945846391986258398367488107347781996364471350563280270095575806168264431776752000  X5917
8974786621942643369184408740134903196704932736429971776360635826287263329728506723435427876515675025071428089260096552247540000  X5916
114453452374155857455244164263228424241524402026707629138111477281124603719210499714809309555098781808915187511261401668436425600  X5915
1443957071481540039037651011841085287053039061621658092787604180929926863996716149345660461964917954473034572490384402439901236000  X5914
18024309176048388402113945709226673656062500336826786085896849265052154329671513921918452837044457632798748266044811379784750128000  X5913
222637817980298948230978849760221256234829741085987892285710425227357829576640356859464862988303531421203099646333038820302132607000  X5912
2721641457024592198768456130652071655974218115995538891444943307347219659531839290933607830551840469845177630946402547691420467944000  X5911
32931309718375130680702654563825082182136554660362996064413596762356874074659312700277768973169639161967090860869947122899609327044000  X5910
394444996933067393187954380394407572369050230378099011256326605829303262830045941302593488925849771739650028089610989619828090262936000  X5909
4677516463375806555612029922470456380912514312629690783290095596592985618342757883711177874672679388627043673233157602083321926804188000  X5908
54922026837325505859091040931116472018583203338291177283812112276309474532283332701225202364585489721608357340473120389830671682982152000  X5907
638601570764338939386561550814529690626513331599862885540292400097795220484377098093588206527454700155963003836832367482103483040094664000  X5906
7353843414636802595293106598052812835333239438427942752875994337439020616591157190208101927121642616721606445285721564503668334563714852800  X5905
83877888343417278047874134625702244591438575494017939824833010429744212794138373412526778578454407008658950434877322390905543773146489653750  X5904
947711304552878107908611816261544514422938807362017940652269505854081598367497949442139697535109541217703972608512275263249338641907059358000  X5903
10608302067936036781004589451369242173596308165399546844596308442290314878569686879795674867230293240025742033872493840500198571023710058427000  X5902
117652668721535783355944490006742497844529799123705348847524197770472097525018876996212910317267709743140591860156932227117033597478980035714000  X5901
1292967808464765824786642280446287435073136042369945305880340240488687974520150950020102126187974648812504532690212778872410235195645126535839660  X5900
14081428691536486601909088447202207651518012054479809390036980123420881924146304659336112941669640436503586237897737307657502294587938961956826000  X5899
151992096518929813790284722001633960071727654197764695544835217240637636539694796241161281974681367229691219068251523396899882455922207600597085000  X5898
1626117547196061313356838115388402296559055463426515137499821747896822973676582957009197969095014229863202774467532071590405791323950806882251062000  X5897
17245670105644008585623788731828854636443113715554101004911438448030351395085908453188720390862224201831640564526746721550543955479412685814135745250  X5896
181319786001234254460222664914295393744557637530759288692736295404175699918579833757450261119298214142518090636118206071424137535308647999088776415200  X5895
1890106713556823710443905953064031132423124471786646571774373718210269228629537901215977154469372476472641014228381623421256319402925122426676335086000  X5894
19536273779329505863262025952553668910705338499154479857185647830485870108905360078816265491713096923790515965921335502749047593119176353393340830868000  X5893
200239144530107909072566577618618969358051772737042645206633245383353681191467304445258348312061230217598878579016975139567323927592077595731246339390000  X5892
2035377315426353190798778417813135198564357676739685186978555761823876842552419944410649136672469741023144451251199722146569030316007832524173064532604000  X5891
20519452049404649369395235781205955720790749496367712409312015624078993474371912600562821508334537067322334883534532815149357916640466300356487916415949600  X5890
205185651617130817632114449717104253268503673866483498209081204582602853129749849541554220873306950839685709408029148026513017600390567352434745089129236000  X5889
2035276841232277772428619464678216263015763030175555081090297598899487874467586087433600135177890704163149294930680224774877118664648168068887272350572649250  X5888
20027628056382012754493907558220994522752210458111563333371104413615419329495653653962012717322705936797787394313742205479740526071236013291161557967295502000  X5887
195523384286852728589681162202786174087348532281179646470582657356552610185978291802006967896306736798866170037484462805053016016969977564927771220446084605000  X5886
1893930776153772211218686974660366704676953234082023324307938612809070596999206342779100741793578346767224091926168515637463279722570584222884656985311904136400  X5885
18203637162666679072564710652006888764481582558278614953254398427813094577277482288960587280742096821307169639178663328925270224497107453933760073752187173578500  X5884
173625222866274890173782888105540802831943782766398049612176383777624173900151100993749418330757546186594577900839870729002901843917398208710653823243780150738000  X5883
1643460960883378244281007031440895918208633883489885432087341569536890562772990389916522880478356790403751577251041352657944648350204107289830481065868161097037000  X5882
15439339496255873105637241904277896946920931601079130322802862927943059797507066492221908247423502205305094825764937213749219808591657507427443306592740338125854000  X5881
143963066005739342741199383660770650918200641818325404991894066261952938194175966515251463568416757186229300954509334332462205027114498130447990409353388990683032250  X5880
1332466474967487805645555181069221285814663518608847989482731051748055814157579428575934948717408712353075134011374149584532302876060574326644461317021654616351516000  X5879
12242598853191231234149640905795015317672950341354870291177834462371679407639509670908354994457204440002660751887561916085509870837577111452569046587349919706987048000  X5878
111668807989092208240630854777382981231957038095734669753911329492660016028539761667118108613505875442598738958801394938862941642503985340397769414461501401908686452000  X5877
1011252035051144272932937964624877192979331282084666088300057593019573936682266742423599189224143818681413371978068271711254186736129705527121527448977867235470630384000  X5876
9092516096146557717115812795960403208405569708920303476036126250549314806367409097321346432881896399354319855647028427132634582523909657369081640087788915480823569111008  X5875
81177059244070197693147617130613198876538609712925353368209486472478652094933532633293282488257990736949356376834436700768883631077179898186536224332817548843267391378000  X5874
719671162820305643698168533253174964911965755504410392938976954607882628103166243420033327459505525966615120870798274503873211958620697039310630173258798694711055789972000  X5873
6335968278174662255965979297271971555362512614020869699093720084194651405508027547863781115022032035576441220586475795089048298308206832692063294552606183084095276441225500  X5872
55398260927082736408122129005717796145371578494220290829308937081896479624426401638288388647877469180957425403192492469685406574424606643844585613924808041612626241536776000  X5871
481071069834577012951705532774261579742600260183353628817994835789219062941720258758975078843334536187514575763696022642410504057619306882210499322671172413654742384113154800  X5870
4149326879739924221284839829314922356041846400797565943612664147182588758337188905357489569865049631113016446987987361487078850628641329588587565836265269340702665728038856000  X5869
35548910552695631366672539677572214164536124762582760190755181545874545257474515556878652881362843974213481919192064088062788903273743942951138360000225125947089231823139454000  X5868
302537862961646365790762646411292068770054808312371037081725199633929624043132424218624690807739980994755725511906188274175904802036564167231582807269208209023338605100788968000  X5867
2557773887219345628160961099468827430008231530992339010884823615638863263133303285306305256603482830338607219833033066632568616591504744549317075266203240951062777306647728046000  X5866
21483120101883602270693250874291807744396909672366136153282259940511950537058804098100333053334742432018492701242548531467533052119091044718580944608193948057902721846379872910400  X5865
179270494657256878163087185248045615630900202349758335258903183578143434275106803929612815695317838954161389330659548810246756633174809799140830613792657933850162728384330420371500  X5864
1486345053629903024584418952720921027235681509022381612202651806231689198685658207883319501695105796458639191110115650731722747508518284977263828627563998398523202730619358602628000  X5863
12244825565526478077381580801927450351965245982090337252073878277839507674628165693324831123977848741533956267082464205509877478687134714089315236974651026331001767147690596884506000  X5862
100237478820314435936443435324245279651133301999379707660878587011934336589272697028866892325957189436846132887253586613177098347977459659691984734693230939683674687171627970996796000  X5861
815406835189248201307261316273614093853107903913462444821002407055789215276859142030831825850001171491232004033902578770415562749786230696538901678325724795175998935898532063803857600  X5860
6591845671943834124104871743774839438683663422984032400205891554189803556981262260162405840404412480731156906394949360213041975406340133242298229879003152865005298290319657323591844000  X5859
52960205527370001725318008725762680913328710266223648218375702628568128282087280307246472341341561762172919702652068854982135186662223340300934326461400254481720068251811731906443272000  X5858
422886099600651208016331557850141435922469461691777882982765087827760770587664994519559196841322847224374198180761457009613785544922240378976981286655812380305622542639652013432417452000  X5857
3356210144250520949767957734898735030447047371950926962042423470891663682585316852669630752863333330052951491884438030897398377387411046485392656102271277709008237862590149243161116343250  X5856
26475699637938825471461602641348803065593090732791772436756218099984642492532184788402567846542452929612886135353899786320352426083324952670369973166555002936951444331403378581519705817200  X5855
207605377094317066567376448798425529368619820792538805033686014939647491383273901662526690628460438872874441880058503602121476346183307136486970301710039954870599142111964687407624575209000  X5854
1618238798663363667403664171220720881882062538426307663607164604584478355114134582483697726306601119056346625399810080858928897275014477501051608976142866475044728613418074937161285206282000  X5853
12539470884871748433323681872073340105937621729127078590808021331212569793756211289014078184923475876547774615279541891789055641874842147270852276685475939462873789622804766912252848106000500  X5852
96597939682052739267104810269075543076040730149498193246107538941449614176952973059885861083482449098440890836953589635373342766061201211986751190567036140219489480884826840770585217839514000  X5851
739822884572397511534259474406991400926578509776924775844436594012744296939043271461320016841677497594645081821358421202211542449751541338707195665103326078604404038029548752808424700345732520  X5850
5633494038366473423648973914485666768747841652710339007250414261364603849781116692299460172583599473633044356150227007485909972981987734701702801757708393643559097596228353885515353628483414000  X5849
42651742472395019549407549341595790896175824317724923547603553081171564211334268889299302117524203620733194194133766883681961480860302369107422004902604435094605050954889084502309875462453148250  X5848
321087212372620272342570596342527214317597707075763593015972770764676640971031170864576397785307977658203214688787713500489130802362758452599849688459525788009460939814991508697035608758965508000  X5847
2403558624642226089889805177784684669352792097048672428276588842341999737367683425672221231467452545417594346813614825098932640541860289382215001732006695127975163105569957623047932447721279236000  X5846
17891627740676016870185689234987645466301794677565761244437568705624647216892881461403511001597380840691496183051985993861101020998431784470215068985588363732162502287111766605684023234708306815200  X5845
132442119700073388445257566499487595508606501550565477199500889542262166368285622331123846096529275839732858682422044474415768832151383509188117405857302220162846532829893524771574972182582123838000  X5844
974991899411749093424164109448615972301357984537575840477276854492492385755802318618550916860637474734224452159793594414017034449145917104055326059761377587549749338529305849079715983436233200452000  X5843
7138250107860804899032051982012723852947291203629994838690817040051571873265968281468606003616146421509944873805802955183805290660637624681411649393322573202907622483573840425994004738188366474598000  X5842
51977503167418714046550344104988223405566747675512920527704154223989916255758051567422489918278695708819509208781683275747555074128780912442061455712068457534502353227361246919694170552792180371836000  X5841
376433945481481257604314984101828086811766384558789528617054738920324237485235730483883541323536968666931307671300594239820155259472802590992753435885012465401653540276073790446899124932452582239759650  X5840
2711617688443906979689632001244929332272087923781414777564578806882122538823714237658657217376312038743239557551077076009314853373271931843066532872340291927481327854253335532032509640288694302260646000  X5839
19429017465878100924934103196858539903716209971051690482820687726000234807961986510836286676716746291376956035738687022784236518813335540657829058633805456970700446240579294515062858934137723683576669000  X5838
138475232928281702946712756757731525293894005162895228371615244118162060931139540786494778461644994316732015374367130668015679774926579631610287595724102626028615547084497800593011428283080180598366378000  X5837
981766561733111882961379537124054300190266252475333290525221515902931723906438301820866813394575359330823235557670788697657310196520791952657991505582213341160274380272978055744699555988106922416739543500  X5836
6924286307080991521670430265746538635257296807831050034167057366559382613559119117325469860714803404729793833872238011696778591422906632914927487434795421849391205024852187299266151590853938828109108715600  X5835
48583414437352871965038201266887801699019737434113536849432366555283038472494301926179424097139222275777839354629136146295930139849908214500941308439627711476781522428732286677742138264667947461518141659000  X5834
339127245739920689267466705391969823273209856743058016927367942351754565956488580355850668228216040757431657839821323966529083132859893962051534760968826347770630153782609564294739870566334455835911938318000  X5833
2355126135074500167189336893019163975100695667969052882448263788966664831496301542566806534660621018887078360511629954024233539987060340855392674160469556227756949538122854711316797602944072445960554468389750  X5832
16272621558691797238043315738913935181186545916589099972367590969351273374994237043249696381163708188442831017852926089505395250404250003497838087264602783655578770889574402436584745956469299622337018334056000  X5831
111868440100930062523063686690683361137052990282036380863728483254944874210095700303460310388828371219588969460151304974823580655901956933016559476088203492827733366011943829789974766781073352502037086110035200  X5830
765207131757771326874395132742341715812929780296525392663192635086564534538471715968576460527494149798188419780839410571225032368868113017404672743748169888337278898476943090428402576060678059528644335975544000  X5829
5208183689376845602958604326194337269163547445401781857915896424315411996006037244085453332350520321310369884893923346915195211465105847281555912591496612715342092169714804041027752446368370428469685628660252000  X5828
35273109866766776029306740645503676619155711181082442687293777041328631867883395893840732831809943372315008764803114231480018602436335928952669251475481480339026963578602062811386097427601665422795431567343272000  X5827
237719895287795027782143610523005082184613456215584764110235472208773664491650601506826378288979711506139864984585569103982314515582750693224890672255952185767224857491535164029331776992820866694593415156505172000  X5826
1594283722177413204179139583176008159594413630910425762782888908347350181500651456582106639661937690551569449753579142354201007874595769186529365787103950606599536139783847907793102076010954004408078306508699718080  X5825
10640396554473989390445662137481463617891291531759824097224008170924619719592586367672511745888791584478081062983807145705235018987959223392155774510801835411585848748661018142428355268921892049550458204950411864000  X5824
70673368815006118453682114248904870652050718867815067387238258009669799939612946773915020871615718536610397200522865656656300053732937406386345813387283369404611288598214536287680927772654462950027860001769459752000  X5823
467167960595279614840153270668786432179801525791098790175464417922782456898589895773909335952801399743860764725872880708608381186699763789643444728443420468779287942060304249948500117995486882267837829874928360008000  X5822
3073427185926804735689099813473608566728949154524740822547308611296952553618779093975453812127808271901389875736368791005769528111826138244539922001810019146828242219280789247448275274847955189382809979078982516984000  X5821
20124199774439349848741574305819851771175911998925713988324567710665540214740213714137004684645297240939789206594923965014432370718162178212793857564190675254343412264808326394628179015584789039733144986919967524255600  X5820
131151471090449769549197739325192314171185423446806550763681632967309909835862141401933407186779240736736005539920504365576313785781293106576965313217786870238067938130507394366298132452779307255867967603600518213944000  X5819
850745110479381468912652411842045358414447413486630274948742875548287442283142980307450757383047229875022711654562411990609331385275363785366401779502077804524164844565337846390613700017378646279971191478546622462152000  X5818
5493008299633868295911578523061078968112364256806442116084498355940448032235813940825026995939281830130282432217715629572963945988602136694422639186646677169079482431022324983280990720021522798756365942673401557229288000  X5817
35303531653576495927473370267806767461195276912695460425225916583449914239760940515571205587977809771224551260255552606817352627415252802401248257437239067199687136639921981264058300756593148145516443166879840996710136000  X5816
225858074281574495600350180357514311820347295430055682732463045625954392194970290042203773461315109219074030260991465096054474789462716996504595300595670668197169385460355714213669639745947955107461442630881999391488625600  X5815
1438384474050762867720032499523630882993029578175570968591732046545671741479844095646275536813021704077092972509050692017686061526939607799963569343649553108526732806811180051443783522753643361946766543767099112057189428000  X5814
9119025745758514607343436883305064090048705987342379804130075231001579234939012104095011104419271994472120472531941769259806149545763502929778649982910241090746073405311200505977175812705526327075479887503375132234260072000  X5813
57553010340966875930691400812004373174226328162124094538994030292224489797813314156174283774087523286255874731753752728239182163175294818950130798936200582983917791438471089256053501541888556301894700967076414088350292028000  X5812
361614403945671788643922156993189439201905867943702432926985965626458094933839268099049689096982382979998143851005288206517953620830946047546676338454133385580232795268907476029141398336253563062689501954490965067347972536000  X5811
2262003477748873116531003503248264548783690329016647329389612516987315238490988000292023538735009547064021519048377021683032895261130393877508892317945640474126246679236333880500325389878439391617079492658826537290216035129600  X5810
14087124584437985745467878766062123689641095751102073767099253982297675936129008674347830298838196412449920992777331838610628381990042276818833885069582021374985867547459912112979070312966826917627452958981134522843642573096000  X5809
87346302705006123274664765768469689353230409051159129193313416522721898306370334893347560682887902350475216277663235796699505617106947853092814263292086339115117516641025764263036028149258218311415522918267380204668478244558375  X5808
539226467930390078085145687222103233837129134225215533384823756299682701890488200440340047693712996166559681306929572342966199912665093289720480949091381284675772127477355575200856738884948575346178369368551061655163687169023000  X5807
3314466845442103089708632837093655339300370402749077035900161783574999305265491204168592789947165864419976159644640841391946380495231161035507199158273033102166306075917240051813923580855508998953486582161645990620825929840743500  X5806
20285379575601556527975775706955099570959765963973811626512697914954153880729451463887670380036381470010298608569190625386380458601972088038882513272716541292760417098893738068739074586282899195017591834390776089783861244957332200  X5805
123620541222120008801526391576299825533982078853407119005631286169016053448116268162157622323661586905297865526962137312664835636646731098466688896716292375048020670611988227582472772649797278168737865354278228067056107365590712750  X5804
750148301683616763183353581443417058957406551948930621613585293035364171120463070877323017188399097724353824988356829435385531316673686677028782396986628411806832367481633768147910392054999165917358716963643290930965845830803813000  X5803
4532767448339925011312853227561479496813512952002868038999256625012968755401049198675808220494821312756300202651397590653844084693551696528191470889419663593010050749373233725007880517108475592635214915503290215030594737449301958500  X5802
27274090834348563104573177456315419527487973062430693754833694553363545519636361324642353811897496815818138269079839087509648944537633851504108771576036641630273337055401422364868473174053218578460268828222158448018316612946095811000  X5801
163424915887553158484748733715942494504015784155221306409220721389819936034128066815471480426679645577648490277159363458266000411692239284679489743366386411771709949964831567839932291068615909690638137306819460437528967377089675070945  X5800
975164536140729442256232441644612891340150234452737869546305948427460078728045530664403695733372883472085477386028577822002797262553048629871933465916767337318091925390744584647356898861170701369092826388550163882907906603977350174000  X5799
5794814779864473470781029835845263156265146837958068814709258186088791782611716438226829980158368198081879747593643607327810071110864832935959001290523621852253274278347586390594095320857394446893174205202459226073181255631232321997000  X5798
34293636097943143587804568446492722704430748369021925313709397817349751022340078138426598699011119036422749173926816292780611847819839027987354460593199532661598282392349373951639637688991638379951229451842255765174017793128913272402000  X5797
202120333683251568149641315264490717850607111320857187381400695772038598476814552437283847931699123178560418009213704261009218658111707585503140286379271331764696066761811017885972562895635871356307649938941470462760182957965329252207000  X5796
1186421615136545172475623604376690189112174159940353224024672789647530355680432909466817287055501185658058722032036584365555002683580153923024068025658249210298392600081271083667901714905883225813739496629450051198140892403159939833474800  X5795
6936024876880994329929028914773431950199990489993680005501331009265843792951279064517984001242985954639918163528283554174247423572373765385989961925334960238532786930482226286189920838413106525882260097052194434009373996471259036844244000  X5794
40386354888742315589466143831929943699313653504766819913042852311315690381621557635251594645282759875571301421667047108965953021299194872826404484495426422070811292902637947656156068519163477766585900342047304436835981622402666493820482000  X5793
234218326102054134903343436796339729358447576153183699236014380687699994503747371270872567547919025997451272189334391663613396371826396198463857105313462355992411805636385065857449196171719332930105602717707554081272748020979139713182058625  X5792
1352941345665719656954895578697829953703879651288417279379113748863020434817336316161321602562070888987949239171213615682410011689022320240992935027266964979357135345338335990212933227105757624069067867252128981688389784458662923999831359000  X5791
7784281447753279868710781581415434530562578732811461908033408513923937127300200735466387393851860633364311494776205646037587444265331245152438750410539866578866886386055870740260072333039580737516335801983134863806507767397394035544847779300  X5790
44611727998303778371499503101769295544159368384601466316862002468098953472703173382926340065009218796183378360899551510069754580725989399962308230252881630291764913859461243011500536288870429235735547637467927419201519288705388023113859769000  X5789
254671246082329277645473160744780216361860043603538992082439663127483520115861655337853179284501854857274141041424611411337830395871993380168725195297298560512587889192687457371090342609468386676096996485177725958008889770121431948315613878250  X5788
1448172973714424261778973583174050121593866232897395182714117313840042230240314558769635399156516825979923089956558058300459727775084862444589070476052177961866590789024868302797208345625556446278933367015301371110895889665669859578321376873000  X5787
8203134562475678850033435058091517934584422534975277869224731405542785995408107323079030869900711229827818147647188551769791003795436479904348115812109826507566598020728045105956464175401802436957711442798873989413288491905776656410233463708500  X5786
46287873719680953417774982241748798601426397540392103093305481207076892583539893269833410623268447016118240947423152066069588268025035118316028192150730644174885155645356288428592620042640342302832924584124647436343870804373624539193702185893400  X5785
260190636675078478588116846773546001102357921148716433801408109098488924184894037124444316741012202468266780798005763027855215466269090309170445510416557142936157059594315476467051100444864724121521753192453561269664964920361409063534382774348625  X5784
1457008495906211924427320735930648731889232664909635449384992749116388952193628748544393606313599309890484400576514923332832572541813004608198894561917355023103782164820941962529891277801172779763398534770699206857513700093101343075678631982802000  X5783
8128068568398712233778249761897078403547039846228637223108048013918730303180717225755790637268454094264314380606611210997202483833679891163899346763934501601727171092004183730680715092886656286401764701550094311798898044198112301734985030387048000  X5782
45172722854963416986850958060997530936724070386782998431585966233629568840100582768149364187947363099648610635820000888359111189026132997456469476090695855993361217808120837710715599630138020074512047358503508464330255752895090837680367837272646000  X5781
250113719216577690809482547125693303941041846228899945277689141011196936993042452141798045077956147042462902277699620424428640133598886634832872641076537467161990907009356503386112464017135823548355843934707476276269746973585356677346273669297405200  X5780
1379684263786300620230873933218395203678718197899272201820217599046987561455611025032017578988209213709332365124739065282848410020833854413255514068344165116700191898932731911431560658061097300340432220536602694038656895990466492196745690890292986000  X5779
7582482121244563408756069630215987034336246426717648462985044192166315385273999427219197436425251238193650849279748437656040256977674484744494968538357736428416974782134843121541355655921309640492197815310188173246843393103870019710013727801983799000  X5778
41518439569663158912029235171762393983908750588531701611584020296650334056087856852388477043487150092556739259240611051947859563275782722332568200708266451393716325501716224181137419832918584893884714603810509829737666824383272502240314234674709158000  X5777
226504571307461970566565110044741407267302317791159106593293100488865643483664286382928907488120965656799384085672131077627443568389390285192242226588885944086291897211782645306281468888277150392761782554230799690914039222128277181407158912760022904750  X5776
1231196978637346627119007275095885544878927098088966307997594040947455530910445667793315002141853137801431775351755883683072780125344650184251352897687738744910147201418823001327479938743838169675783293064008011512202280576999467213051684449628025477440  X5775
6668082355405519377276633793365322629979269694992477412074553404558191548841153444954184986873460546990388978930025261636983199221989950676192091488350651295762116257866746556467637726553161073746465837716319513997959812044564669927823901892105277559000  X5774
35983662184777977826515013818418842521873848077621548699944981456288474974098805684235279995477367400647813344066266554600443128566025917896351549251723715451488891804829091385900204763388732618286611895029667836692730840331458667304074121410596073648000  X5773
193485681711064308931676371628962203999707005937086957473095892462409944633681218293661596682776532240232021745329393877258569520601694574895660557479749932556956961321575085669947441754749717454093139481607388564174435180996859926203608488194413290156000  X5772
1036667223647896654249042916897255402391463847266461541751562347597099710415848714780975745938517887228542845783064285193281839069649240479795044170521037271418762557187684850899719441911711241860946179075586078255945787418130707926143071501137386917456000  X5771
5534582874109640733218278384554452052725192444367308329354720874405951977348271118434153278885321020966250555514558942054061560989920294980197485098975481696517063233357787493910345242607549041332488475258801982099997000351111765239014039591812120499579800  X5770
29443759993228536205447169095038402470958526140476606236236840423293438089872916158330160204994540777704163587180278262321440360964765044150783260855540624739104276220965231119441737021889394229780774919153077047687606700055671792089395219961903239120104000  X5769
156088991421194870388644668673310193630867423502591338475650519833025118063752794607659374255902153814174589252508125902593050930519036724478619229254324273042080084144922637039858072631121673155519498693770881271916337903894576862559588717055279505628780750  X5768
824573979288772802585085318800317393242855832891692334285501725211558596115760249862521330862596122565281056865408276805896932815499259042738933021426020126128013676554379683848046867390340871095110383726029944909611705676393072684640782449857656181959462000  X5767
4340831910802686101215480847114120893856033491427616538065956218337818733766487836273626671833104472023522290165066633890925169287565466069730452771902086223072530188424728495911708344170160397914158801417444704407450225057388234174731110590863780743182727000  X5766
22772456532153054622087038716216274594589918265495471648412780088169004575722672569371709170857914644092259457482752655740993648090796385743616526011912301531303431371991537833997118319143655791919078183026756546550667042494939428390401116694461724754925408400  X5765
119055064463345059094001040389850579413131925302958544087902980395778746062824555563724219478280631152554798907640303069699713423048402511939236323268763388688952428837768717099873817769279364912654625727780384189545406492122865172814541935183675426313701214000  X5764
620289445508873673422419883507343309481297886519459843932498968166039943798492088931142023173301812574182131414593991624502579219794690696304834468068514968789526142892770053010387897589693051163108304131033524228880293700012299519621941805197955911190016102000  X5763
3220748487745239449160905340332312011650784216541902575795438171911652134470561310191952856843209737378285750778115813093851028261345544336125389271669891374895453399690363130212657754619207499996158656542908571648692991874950067584897363996276869439079608768000  X5762
16666424861929474236195421263925168129791093248392675124036735857974452501312482368122886176373477843116609908158663287958793008547428930662452178025430319172330776953076081333472488105542443419787633607476756052597040545329197465114691620728055877970970851314000  X5761
85952507963717499460568506604806435019794913914176448079502360046664559525562299643130820334671547345633586422839872670106096557262015948255320496985577149430403536154128927148407872882797716696645897463391457282289599986108975518734746254618053265388696224706325  X5760
441786369576716691174966843956341653533975104690449619273652486008267043752710960295217715420500744425627051434788301864930859136848468347236820756545924797586355121278582451055702424022936184699821403525841549045682345622604854065354736355857753253185863827939000  X5759
2263137033093034719556984611952461420844500138280730621458201443199910156659551650921028655495734513378177456966874170346653111055337400295951012948151315222103554729575981250217115833866249580466819483142217184818874236045824446638947954790190587570929099405974500  X5758
